subject,supergame,period,action,opponentAction
T2S1S04,58,9,C,C
T2S1S04,58,10,C,C
T2S1S04,58,11,C,C
T2S1S04,58,12,C,C
T2S1S04,58,13,C,C
T2S1S04,58,14,C,C
T2S1S04,59,1,C,C
T2S1S04,60,1,C,D
T2S1S04,60,2,D,D
T2S1S04,60,3,D,D
T2S1S04,60,4,D,D
T2S1S04,60,5,D,D
T2S1S04,60,6,D,D
T2S1S04,60,7,D,D
T2S1S04,60,8,D,D
T2S1S04,60,9,D,D
T2S1S04,60,10,D,D
T2S1S04,60,11,D,D
T2S1S04,60,12,D,D
T2S1S04,60,13,D,D
T2S1S05,1,1,C,D
T2S1S05,1,2,D,D
T2S1S05,1,3,D,D
T2S1S05,1,4,D,D
T2S1S05,1,5,D,C
T2S1S05,1,6,D,D
T2S1S05,1,7,D,D
T2S1S05,1,8,D,D
T2S1S05,1,9,D,D
T2S1S05,1,10,D,D
T2S1S05,1,11,D,D
T2S1S05,1,12,D,D
T2S1S05,1,13,D,D
T2S1S05,1,14,D,D
T2S1S05,1,15,D,D
T2S1S05,1,16,D,D
T2S1S05,1,17,D,D
T2S1S05,1,18,D,D
T2S1S05,1,19,D,D
T2S1S05,1,20,D,D
T2S1S05,1,21,D,D
T2S1S05,1,22,D,D
T2S1S05,1,23,D,D
T2S1S05,2,1,C,C
T2S1S05,2,2,C,C
T2S1S05,2,3,C,C
T2S1S05,2,4,C,C
T2S1S05,2,5,C,C
T2S1S05,2,6,C,C
T2S1S05,2,7,C,C
T2S1S05,2,8,C,C
T2S1S05,2,9,C,C
T2S1S05,2,10,C,C
T2S1S05,2,11,C,C
T2S1S05,2,12,C,C
T2S1S05,2,13,C,C
T2S1S05,2,14,C,C
T2S1S05,2,15,C,C
T2S1S05,2,16,C,C
T2S1S05,2,17,C,C
T2S1S05,2,18,C,C
T2S1S05,2,19,D,C
T2S1S05,2,20,D,D
T2S1S05,2,21,D,D
T2S1S05,2,22,D,D
T2S1S05,2,23,D,D
T2S1S05,2,24,D,D
T2S1S05,2,25,D,D
T2S1S05,2,26,D,D
T2S1S05,2,27,D,D
T2S1S05,2,28,D,D
T2S1S05,2,29,D,D
T2S1S05,2,30,D,D
T2S1S05,2,31,D,D
T2S1S05,3,1,C,C
T2S1S05,3,2,C,C
T2S1S05,3,3,C,C
T2S1S05,3,4,C,C
T2S1S05,3,5,C,C
T2S1S05,3,6,C,C
T2S1S05,3,7,C,C
T2S1S05,3,8,C,C
T2S1S05,3,9,C,C
T2S1S05,3,10,C,C
T2S1S05,3,11,C,C
T2S1S05,3,12,C,C
T2S1S05,3,13,C,C
T2S1S05,3,14,C,C
T2S1S05,3,15,C,C
T2S1S05,3,16,C,C
T2S1S05,3,17,C,C
T2S1S05,3,18,C,C
T2S1S05,3,19,C,C
T2S1S05,3,20,C,C
T2S1S05,4,1,C,C
T2S1S05,4,2,C,C
T2S1S05,4,3,C,C
T2S1S05,4,4,C,C
T2S1S05,4,5,C,C
T2S1S05,4,6,C,C
T2S1S05,4,7,C,C
T2S1S05,4,8,C,C
T2S1S05,4,9,C,C
T2S1S05,4,10,C,C
T2S1S05,4,11,C,C
T2S1S05,4,12,C,C
T2S1S05,4,13,C,C
T2S1S05,4,14,C,C
T2S1S05,4,15,C,C
T2S1S05,4,16,C,C
T2S1S05,4,17,C,C
T2S1S05,4,18,C,C
T2S1S05,4,19,C,C
T2S1S05,4,20,C,C
T2S1S05,4,21,C,C
T2S1S05,4,22,C,C
T2S1S05,4,23,C,C
T2S1S05,4,24,C,C
T2S1S05,4,25,C,C
T2S1S05,4,26,C,C
T2S1S05,5,1,C,C
T2S1S05,5,2,C,C
T2S1S05,5,3,C,C
T2S1S05,5,4,C,C
T2S1S05,5,5,C,C
T2S1S05,5,6,C,C
T2S1S05,5,7,C,C
T2S1S05,5,8,C,C
T2S1S05,5,9,C,C
T2S1S05,5,10,C,C
T2S1S05,6,1,C,C
T2S1S05,7,1,C,C
T2S1S05,7,2,C,C
T2S1S05,7,3,C,C
T2S1S05,7,4,C,C
T2S1S05,7,5,C,C
T2S1S05,7,6,C,C
T2S1S05,7,7,C,C
T2S1S05,7,8,C,C
T2S1S05,7,9,C,C
T2S1S05,7,10,C,C
T2S1S05,7,11,C,C
T2S1S05,7,12,C,C
T2S1S05,7,13,C,C
T2S1S05,7,14,C,C
T2S1S05,8,1,C,C
T2S1S05,8,2,C,C
T2S1S05,8,3,C,C
T2S1S05,8,4,C,C
T2S1S05,8,5,C,C
T2S1S05,9,1,C,C
T2S1S05,9,2,C,C
T2S1S05,9,3,C,C
T2S1S05,9,4,C,C
T2S1S05,9,5,C,C
T2S1S05,9,6,C,C
T2S1S05,9,7,C,C
T2S1S05,9,8,C,C
T2S1S05,9,9,C,C
T2S1S05,9,10,C,C
T2S1S05,9,11,C,C
T2S1S05,9,12,C,C
T2S1S05,9,13,C,C
T2S1S05,9,14,C,C
T2S1S05,9,15,C,C
T2S1S05,9,16,C,C
T2S1S05,9,17,C,C
T2S1S05,9,18,C,C
T2S1S05,9,19,C,C
T2S1S05,9,20,C,C
T2S1S05,9,21,C,C
T2S1S05,9,22,C,C
T2S1S05,9,23,C,C
T2S1S05,9,24,C,C
T2S1S05,9,25,C,C
T2S1S05,9,26,C,C
T2S1S05,9,27,C,C
T2S1S05,9,28,C,C
T2S1S05,9,29,C,C
T2S1S05,9,30,C,C
T2S1S05,9,31,C,C
T2S1S05,9,32,C,C
T2S1S05,9,33,C,C
T2S1S05,9,34,C,C
T2S1S05,9,35,C,C
T2S1S05,9,36,C,C
T2S1S05,9,37,C,C
T2S1S05,9,38,C,C
T2S1S05,9,39,C,C
T2S1S05,9,40,C,C
T2S1S05,9,41,C,C
T2S1S05,9,42,C,C
T2S1S05,9,43,C,C
T2S1S05,9,44,C,C
T2S1S05,9,45,C,C
T2S1S05,9,46,C,C
T2S1S05,9,47,C,C
T2S1S05,9,48,C,C
T2S1S05,9,49,C,C
T2S1S05,9,50,C,C
T2S1S05,9,51,C,C
T2S1S05,9,52,C,C
T2S1S05,9,53,C,C
T2S1S05,9,54,C,C
T2S1S05,9,55,C,C
T2S1S05,9,56,C,C
T2S1S05,9,57,C,C
T2S1S05,9,58,C,C
T2S1S05,9,59,C,C
T2S1S05,9,60,C,C
T2S1S05,9,61,C,C
T2S1S05,9,62,C,C
T2S1S05,9,63,C,C
T2S1S05,9,64,C,C
T2S1S05,9,65,C,C
T2S1S05,9,66,C,C
T2S1S05,9,67,C,C
T2S1S05,9,68,C,C
T2S1S05,9,69,C,C
T2S1S05,9,70,C,C
T2S1S05,9,71,C,C
T2S1S05,9,72,C,C
T2S1S05,9,73,C,C
T2S1S05,9,74,C,C
T2S1S05,9,75,C,C
T2S1S05,9,76,C,C
T2S1S05,9,77,C,C
T2S1S05,9,78,C,C
T2S1S05,9,79,C,C
T2S1S05,9,80,C,C
T2S1S05,9,81,C,C
T2S1S05,9,82,C,C
T2S1S05,9,83,C,C
T2S1S05,9,84,C,C
T2S1S05,10,1,C,C
T2S1S05,10,2,C,C
T2S1S05,10,3,C,C
T2S1S05,10,4,C,C
T2S1S05,11,1,C,C
T2S1S05,11,2,C,C
T2S1S05,11,3,C,C
T2S1S05,11,4,C,C
T2S1S05,11,5,C,C
T2S1S05,11,6,C,C
T2S1S05,11,7,C,C
T2S1S05,11,8,C,C
T2S1S05,11,9,C,C
T2S1S05,11,10,C,C
T2S1S05,11,11,C,C
T2S1S05,11,12,C,C
T2S1S05,11,13,C,C
T2S1S05,11,14,C,C
T2S1S05,11,15,C,C
T2S1S05,11,16,C,C
T2S1S05,11,17,C,C
T2S1S05,11,18,C,C
T2S1S05,11,19,C,C
T2S1S05,11,20,C,C
T2S1S05,11,21,C,C
T2S1S05,11,22,C,C
T2S1S05,11,23,C,C
T2S1S05,11,24,C,C
T2S1S05,11,25,C,C
T2S1S05,11,26,C,C
T2S1S05,11,27,C,C
T2S1S05,11,28,C,C
T2S1S05,11,29,C,C
T2S1S05,11,30,C,C
T2S1S05,11,31,C,C
T2S1S05,11,32,C,C
T2S1S05,11,33,C,C
T2S1S05,11,34,C,C
T2S1S05,11,35,C,C
T2S1S05,11,36,C,C
T2S1S05,11,37,C,C
T2S1S05,11,38,C,C
T2S1S05,11,39,C,C
T2S1S05,11,40,C,C
T2S1S05,11,41,C,C
T2S1S05,11,42,C,C
T2S1S05,11,43,C,C
T2S1S05,11,44,C,C
T2S1S05,11,45,C,C
T2S1S05,11,46,C,C
T2S1S05,11,47,C,C
T2S1S05,11,48,C,C
T2S1S05,11,49,C,C
T2S1S05,11,50,C,C
T2S1S05,11,51,C,C
T2S1S05,11,52,C,C
T2S1S05,11,53,C,C
T2S1S05,11,54,C,C
T2S1S05,11,55,C,C
T2S1S05,11,56,C,C
T2S1S05,11,57,C,C
T2S1S05,11,58,C,C
T2S1S05,11,59,C,C
T2S1S05,11,60,C,C
T2S1S05,11,61,C,C
T2S1S05,11,62,C,C
T2S1S05,11,63,C,C
T2S1S05,11,64,C,C
T2S1S05,11,65,C,C
T2S1S05,11,66,C,C
T2S1S05,11,67,C,C
T2S1S05,11,68,C,C
T2S1S05,11,69,C,C
T2S1S05,11,70,C,C
T2S1S05,11,71,C,C
T2S1S05,11,72,C,C
T2S1S05,11,73,C,C
T2S1S05,11,74,C,C
T2S1S05,11,75,C,C
T2S1S05,11,76,C,C
T2S1S05,11,77,C,C
T2S1S05,11,78,C,C
T2S1S05,11,79,C,C
T2S1S05,11,80,C,C
T2S1S05,11,81,C,C
T2S1S05,11,82,C,C
T2S1S05,11,83,C,C
T2S1S05,11,84,C,C
T2S1S05,11,85,C,C
T2S1S05,11,86,C,D
T2S1S05,11,87,C,C
T2S1S05,11,88,C,C
T2S1S05,11,89,C,C
T2S1S05,11,90,C,C
T2S1S05,11,91,D,D
T2S1S05,11,92,D,C
T2S1S05,11,93,C,C
T2S1S05,11,94,C,C
T2S1S05,11,95,D,C
T2S1S05,11,96,C,C
T2S1S05,11,97,C,D
T2S1S05,11,98,C,D
T2S1S05,11,99,D,D
T2S1S05,12,1,C,C
T2S1S05,12,2,C,C
T2S1S05,12,3,C,C
T2S1S05,12,4,C,C
T2S1S05,12,5,C,C
T2S1S05,12,6,C,C
T2S1S05,12,7,C,C
T2S1S05,12,8,C,C
T2S1S05,12,9,C,C
T2S1S05,12,10,C,C
T2S1S05,12,11,C,C
T2S1S05,12,12,C,C
T2S1S05,12,13,C,C
T2S1S05,12,14,C,C
T2S1S05,12,15,C,C
T2S1S05,12,16,C,C
T2S1S05,12,17,C,C
T2S1S05,12,18,C,C
T2S1S05,12,19,C,C
T2S1S05,12,20,C,C
T2S1S05,12,21,C,C
T2S1S05,12,22,C,C
T2S1S05,12,23,C,C
T2S1S05,12,24,C,C
T2S1S05,12,25,C,C
T2S1S05,12,26,C,C
T2S1S05,13,1,C,C
T2S1S05,13,2,C,C
T2S1S05,13,3,C,C
T2S1S05,13,4,C,C
T2S1S05,13,5,C,C
T2S1S05,13,6,C,C
T2S1S05,13,7,C,C
T2S1S05,13,8,C,C
T2S1S05,13,9,C,C
T2S1S05,13,10,C,C
T2S1S05,13,11,C,C
T2S1S05,13,12,C,C
T2S1S05,13,13,C,C
T2S1S05,13,14,C,C
T2S1S05,13,15,C,C
T2S1S05,14,1,C,C
T2S1S05,14,2,C,C
T2S1S05,14,3,C,C
T2S1S05,14,4,C,C
T2S1S05,14,5,C,C
T2S1S05,14,6,C,C
T2S1S05,14,7,C,C
T2S1S05,15,1,C,C
T2S1S05,15,2,C,C
T2S1S05,15,3,C,C
T2S1S05,15,4,C,C
T2S1S05,15,5,C,C
T2S1S05,15,6,C,C
T2S1S05,15,7,C,C
T2S1S05,15,8,C,C
T2S1S05,15,9,C,C
T2S1S05,15,10,C,C
T2S1S05,15,11,C,C
T2S1S05,15,12,C,C
T2S1S05,15,13,C,C
T2S1S05,15,14,C,C
T2S1S05,15,15,C,C
T2S1S05,15,16,C,C
T2S1S05,15,17,C,C
T2S1S05,15,18,C,C
T2S1S05,15,19,C,C
T2S1S05,15,20,C,C
T2S1S05,15,21,C,C
T2S1S05,15,22,C,C
T2S1S05,15,23,C,C
T2S1S05,15,24,C,C
T2S1S05,15,25,C,C
T2S1S05,15,26,C,C
T2S1S05,15,27,C,C
T2S1S05,15,28,C,C
T2S1S05,15,29,C,C
T2S1S05,15,30,C,C
T2S1S05,15,31,C,C
T2S1S05,16,1,C,C
T2S1S05,16,2,C,C
T2S1S05,16,3,C,C
T2S1S05,16,4,C,C
T2S1S05,16,5,C,C
T2S1S05,16,6,C,C
T2S1S05,16,7,C,C
T2S1S05,16,8,C,C
T2S1S05,16,9,C,C
T2S1S05,16,10,C,C
T2S1S05,16,11,C,C
T2S1S05,16,12,C,C
T2S1S05,16,13,C,C
T2S1S05,17,1,C,C
T2S1S05,17,2,C,C
T2S1S05,17,3,C,C
T2S1S05,18,1,C,C
T2S1S05,18,2,C,C
T2S1S05,18,3,C,C
T2S1S05,18,4,C,C
T2S1S05,18,5,C,C
T2S1S05,18,6,C,C
T2S1S05,18,7,C,C
T2S1S05,18,8,C,C
T2S1S05,18,9,C,C
T2S1S05,18,10,C,C
T2S1S05,18,11,C,C
T2S1S05,18,12,C,C
T2S1S05,18,13,C,C
T2S1S05,18,14,C,C
T2S1S05,18,15,C,C
T2S1S05,18,16,C,C
T2S1S05,18,17,C,C
T2S1S05,18,18,C,C
T2S1S05,18,19,C,C
T2S1S05,18,20,C,C
T2S1S05,18,21,C,C
T2S1S05,18,22,C,C
T2S1S05,18,23,C,C
T2S1S05,18,24,C,C
T2S1S05,18,25,C,C
T2S1S05,19,1,C,C
T2S1S05,19,2,C,C
T2S1S05,19,3,C,C
T2S1S05,19,4,C,C
T2S1S05,19,5,C,C
T2S1S05,19,6,C,C
T2S1S05,19,7,C,C
T2S1S05,19,8,C,C
T2S1S05,19,9,C,C
T2S1S05,19,10,C,C
T2S1S05,19,11,C,C
T2S1S05,19,12,C,C
T2S1S05,19,13,C,C
T2S1S05,19,14,C,C
T2S1S05,19,15,C,C
T2S1S05,19,16,C,C
T2S1S05,19,17,C,C
T2S1S05,19,18,C,C
T2S1S05,20,1,C,C
T2S1S05,20,2,C,C
T2S1S05,21,1,C,C
T2S1S05,21,2,C,C
T2S1S05,21,3,C,C
T2S1S05,21,4,C,C
T2S1S05,21,5,C,C
T2S1S05,21,6,C,C
T2S1S05,21,7,C,C
T2S1S05,21,8,C,C
T2S1S05,21,9,C,C
T2S1S05,21,10,C,C
T2S1S05,21,11,C,D
T2S1S05,21,12,D,C
T2S1S05,21,13,C,C
T2S1S05,22,1,C,C
T2S1S05,22,2,C,C
T2S1S05,22,3,C,C
T2S1S05,22,4,C,C
T2S1S05,22,5,C,C
T2S1S05,22,6,C,C
T2S1S05,22,7,C,C
T2S1S05,22,8,C,C
T2S1S05,22,9,C,C
T2S1S05,22,10,D,C
T2S1S05,22,11,C,D
T2S1S05,22,12,D,C
T2S1S05,22,13,C,D
T2S1S05,22,14,D,C
T2S1S05,22,15,C,D
T2S1S05,23,1,C,C
T2S1S05,23,2,C,C
T2S1S05,23,3,C,C
T2S1S05,23,4,C,C
T2S1S05,23,5,C,C
T2S1S05,23,6,C,C
T2S1S05,23,7,C,C
T2S1S05,23,8,C,C
T2S1S05,23,9,C,C
T2S1S05,23,10,C,C
T2S1S05,23,11,C,C
T2S1S05,23,12,C,C
T2S1S05,23,13,C,C
T2S1S05,23,14,C,C
T2S1S05,23,15,C,C
T2S1S05,23,16,C,C
T2S1S05,23,17,C,C
T2S1S05,23,18,C,C
T2S1S05,23,19,C,C
T2S1S05,23,20,C,C
T2S1S05,23,21,C,C
T2S1S05,23,22,C,C
T2S1S05,23,23,C,C
T2S1S05,23,24,C,C
T2S1S05,23,25,C,C
T2S1S05,23,26,C,C
T2S1S05,23,27,C,C
T2S1S05,23,28,C,C
T2S1S05,23,29,C,C
T2S1S05,23,30,C,C
T2S1S05,23,31,C,C
T2S1S05,23,32,C,C
T2S1S05,23,33,C,C
T2S1S05,23,34,C,C
T2S1S05,23,35,C,C
T2S1S05,23,36,C,C
T2S1S05,23,37,C,C
T2S1S05,23,38,C,C
T2S1S05,23,39,C,C
T2S1S05,23,40,C,C
T2S1S05,23,41,C,C
T2S1S05,24,1,C,C
T2S1S05,24,2,C,C
T2S1S05,24,3,C,C
T2S1S05,24,4,C,C
T2S1S05,24,5,C,C
T2S1S05,24,6,D,C
T2S1S05,24,7,C,C
T2S1S05,24,8,C,C
T2S1S05,24,9,C,C
T2S1S05,24,10,C,C
T2S1S05,24,11,C,C
T2S1S05,24,12,D,C
T2S1S05,25,1,C,C
T2S1S05,25,2,C,C
T2S1S05,25,3,C,C
T2S1S05,25,4,C,C
T2S1S05,25,5,D,C
T2S1S05,25,6,C,D
T2S1S05,25,7,D,C
T2S1S05,25,8,C,D
T2S1S05,25,9,D,C
T2S1S05,25,10,C,D
T2S1S05,25,11,D,C
T2S1S05,25,12,C,D
T2S1S05,25,13,D,C
T2S1S05,26,1,C,C
T2S1S05,26,2,D,C
T2S1S05,26,3,C,C
T2S1S05,27,1,C,C
T2S1S05,28,1,C,C
T2S1S05,28,2,C,C
T2S1S05,28,3,C,C
T2S1S05,28,4,C,C
T2S1S05,28,5,C,C
T2S1S05,28,6,C,C
T2S1S05,28,7,C,C
T2S1S05,28,8,C,C
T2S1S05,28,9,D,C
T2S1S05,29,1,C,C
T2S1S05,29,2,C,C
T2S1S05,29,3,C,C
T2S1S05,29,4,C,C
T2S1S05,29,5,C,C
T2S1S05,29,6,C,C
T2S1S05,29,7,C,C
T2S1S05,29,8,C,C
T2S1S05,29,9,C,C
T2S1S05,29,10,D,C
T2S1S05,29,11,C,D
T2S1S05,29,12,D,C
T2S1S05,29,13,C,D
T2S1S05,29,14,D,C
T2S1S05,29,15,C,D
T2S1S05,29,16,D,C
T2S1S05,29,17,C,D
T2S1S05,29,18,D,C
T2S1S05,29,19,D,D
T2S1S05,29,20,D,C
T2S1S05,29,21,C,D
T2S1S05,29,22,C,C
T2S1S05,29,23,C,C
T2S1S05,29,24,C,C
T2S1S05,29,25,C,C
T2S1S05,29,26,C,C
T2S1S05,29,27,C,C
T2S1S05,29,28,C,C
T2S1S05,29,29,C,C
T2S1S05,29,30,C,C
T2S1S05,29,31,D,C
T2S1S05,29,32,C,D
T2S1S05,29,33,D,C
T2S1S05,29,34,C,D
T2S1S05,29,35,D,C
T2S1S05,29,36,C,D
T2S1S05,29,37,D,C
T2S1S05,29,38,D,D
T2S1S05,29,39,D,C
T2S1S05,29,40,C,D
T2S1S05,29,41,C,C
T2S1S05,29,42,C,C
T2S1S05,29,43,C,C
T2S1S05,29,44,C,C
T2S1S05,29,45,C,C
T2S1S05,29,46,C,C
T2S1S05,29,47,C,C
T2S1S05,29,48,C,C
T2S1S05,29,49,C,C
T2S1S05,29,50,D,C
T2S1S05,29,51,C,D
T2S1S05,29,52,D,C
T2S1S05,29,53,C,D
T2S1S05,29,54,D,C
T2S1S05,29,55,C,D
T2S1S05,29,56,D,C
T2S1S05,29,57,D,D
T2S1S05,29,58,D,C
T2S1S05,29,59,C,D
T2S1S05,29,60,C,D
T2S1S05,29,61,D,D
T2S1S05,29,62,C,D
T2S1S05,29,63,C,C
T2S1S05,29,64,C,C
T2S1S05,29,65,C,D
T2S1S05,29,66,D,C
T2S1S05,29,67,C,D
T2S1S05,29,68,D,C
T2S1S05,29,69,C,D
T2S1S05,30,1,C,C
T2S1S05,30,2,C,C
T2S1S05,30,3,C,C
T2S1S05,30,4,C,C
T2S1S05,30,5,C,C
T2S1S05,30,6,C,C
T2S1S05,30,7,C,C
T2S1S05,30,8,C,C
T2S1S05,30,9,C,C
T2S1S05,30,10,D,C
T2S1S05,30,11,C,D
T2S1S05,30,12,D,D
T2S1S05,30,13,C,D
T2S1S05,30,14,C,D
T2S1S05,30,15,D,D
T2S1S05,30,16,D,D
T2S1S05,30,17,C,D
T2S1S05,30,18,C,D
T2S1S05,30,19,D,D
T2S1S05,30,20,D,D
T2S1S05,30,21,D,D
T2S1S05,30,22,D,D
T2S1S05,30,23,D,D
T2S1S05,30,24,D,D
T2S1S05,30,25,D,D
T2S1S05,30,26,D,D
T2S1S05,30,27,D,D
T2S1S05,30,28,D,D
T2S1S05,30,29,D,D
T2S1S05,30,30,D,D
T2S1S05,30,31,D,D
T2S1S05,30,32,D,D
T2S1S05,30,33,D,D
T2S1S05,30,34,D,D
T2S1S05,30,35,D,D
T2S1S05,30,36,D,D
T2S1S05,30,37,D,D
T2S1S05,30,38,D,D
T2S1S05,30,39,D,D
T2S1S05,30,40,D,D
T2S1S05,30,41,D,D
T2S1S05,30,42,D,D
T2S1S05,30,43,D,D
T2S1S05,30,44,D,D
T2S1S05,30,45,D,D
T2S1S05,31,1,C,C
T2S1S05,31,2,C,C
T2S1S05,31,3,C,C
T2S1S05,31,4,C,C
T2S1S05,31,5,C,C
T2S1S05,31,6,C,C
T2S1S05,31,7,C,C
T2S1S05,31,8,C,C
T2S1S05,31,9,C,C
T2S1S05,31,10,D,C
T2S1S05,32,1,C,C
T2S1S05,32,2,C,C
T2S1S05,32,3,C,C
T2S1S05,32,4,C,C
T2S1S05,32,5,C,C
T2S1S05,32,6,C,C
T2S1S05,32,7,C,C
T2S1S05,32,8,C,C
T2S1S05,32,9,C,C
T2S1S05,32,10,D,C
T2S1S05,32,11,C,D
T2S1S05,32,12,D,D
T2S1S05,32,13,D,D
T2S1S05,32,14,D,D
T2S1S05,32,15,C,D
T2S1S05,32,16,C,D
T2S1S05,32,17,D,C
T2S1S05,32,18,C,D
T2S1S05,32,19,D,D
T2S1S05,33,1,C,C
T2S1S05,33,2,C,C
T2S1S05,33,3,C,C
T2S1S05,33,4,C,C
T2S1S05,33,5,C,C
T2S1S05,34,1,C,C
T2S1S05,34,2,C,C
T2S1S05,34,3,C,C
T2S1S05,34,4,C,C
T2S1S05,34,5,C,C
T2S1S05,34,6,C,C
T2S1S05,34,7,C,C
T2S1S05,34,8,C,C
T2S1S05,34,9,C,C
T2S1S05,34,10,D,C
T2S1S05,34,11,C,D
T2S1S05,34,12,D,C
T2S1S05,34,13,C,D
T2S1S05,34,14,D,C
T2S1S05,34,15,C,D
T2S1S05,34,16,D,C
T2S1S05,34,17,D,D
T2S1S05,35,1,C,C
T2S1S05,35,2,C,C
T2S1S05,35,3,C,C
T2S1S05,35,4,C,C
T2S1S05,35,5,C,C
T2S1S05,35,6,C,C
T2S1S05,35,7,C,C
T2S1S05,35,8,C,C
T2S1S05,35,9,C,C
T2S1S05,35,10,D,C
T2S1S05,35,11,C,D
T2S1S05,35,12,D,D
T2S1S05,35,13,D,D
T2S1S05,36,1,C,C
T2S1S05,36,2,C,C
T2S1S05,36,3,C,C
T2S1S05,36,4,C,C
T2S1S05,36,5,C,C
T2S1S05,36,6,C,C
T2S1S05,36,7,C,C
T2S1S05,36,8,C,C
T2S1S05,36,9,C,C
T2S1S05,36,10,D,C
T2S1S05,36,11,C,D
T2S1S05,36,12,D,C
T2S1S05,36,13,C,D
T2S1S05,36,14,D,C
T2S1S05,36,15,C,D
T2S1S05,36,16,D,C
T2S1S05,36,17,D,D
T2S1S05,36,18,D,D
T2S1S05,36,19,C,D
T2S1S05,36,20,C,C
T2S1S05,36,21,C,C
T2S1S05,36,22,C,C
T2S1S05,36,23,C,C
T2S1S05,36,24,C,C
T2S1S05,36,25,C,C
T2S1S05,36,26,C,C
T2S1S05,36,27,C,C
T2S1S05,36,28,C,C
T2S1S05,36,29,D,C
T2S1S05,36,30,C,D
T2S1S05,36,31,D,C
T2S1S05,36,32,C,D
T2S1S05,36,33,D,C
T2S1S05,36,34,C,D
T2S1S05,36,35,D,C
T2S1S05,36,36,D,D
T2S1S05,36,37,D,D
T2S1S05,37,1,C,C
T2S1S05,37,2,C,C
T2S1S05,37,3,C,C
T2S1S05,37,4,C,C
T2S1S05,38,1,C,C
T2S1S05,38,2,C,C
T2S1S05,38,3,C,C
T2S1S05,38,4,C,C
T2S1S05,38,5,C,C
T2S1S05,38,6,C,C
T2S1S05,38,7,C,C
T2S1S05,38,8,C,C
T2S1S05,38,9,C,C
T2S1S05,38,10,D,C
T2S1S05,38,11,C,C
T2S1S05,38,12,C,C
T2S1S05,38,13,C,C
T2S1S05,38,14,C,D
T2S1S05,38,15,D,C
T2S1S05,38,16,C,C
T2S1S05,38,17,C,C
T2S1S05,38,18,C,C
T2S1S05,39,1,C,C
T2S1S05,39,2,C,C
T2S1S05,39,3,C,C
T2S1S05,40,1,C,C
T2S1S05,40,2,C,C
T2S1S05,40,3,C,C
T2S1S05,40,4,C,C
T2S1S05,40,5,C,C
T2S1S05,40,6,C,C
T2S1S05,40,7,C,C
T2S1S05,40,8,C,C
T2S1S05,40,9,C,C
T2S1S05,40,10,D,C
T2S1S05,40,11,C,D
T2S1S05,40,12,D,C
T2S1S05,40,13,C,D
T2S1S05,40,14,D,C
T2S1S05,40,15,C,D
T2S1S05,40,16,D,C
T2S1S05,40,17,D,D
T2S1S05,40,18,D,C
T2S1S05,40,19,C,D
T2S1S05,40,20,C,C
T2S1S05,40,21,C,C
T2S1S05,40,22,C,C
T2S1S05,40,23,C,C
T2S1S05,40,24,C,C
T2S1S05,41,1,C,C
T2S1S05,41,2,C,C
T2S1S05,41,3,C,C
T2S1S05,41,4,C,C
T2S1S05,41,5,C,C
T2S1S05,41,6,C,C
T2S1S05,41,7,C,C
T2S1S05,41,8,C,C
T2S1S05,41,9,C,C
T2S1S05,41,10,D,C
T2S1S05,41,11,C,D
T2S1S05,41,12,D,C
T2S1S05,42,1,C,C
T2S1S05,42,2,C,C
T2S1S05,42,3,C,C
T2S1S05,42,4,C,C
T2S1S05,42,5,C,C
T2S1S05,43,1,C,C
T2S1S05,43,2,C,C
T2S1S05,43,3,C,C
T2S1S05,43,4,C,C
T2S1S05,43,5,C,C
T2S1S05,43,6,C,D
T2S1S05,43,7,D,C
T2S1S05,43,8,C,D
T2S1S05,43,9,D,D
T2S1S05,43,10,D,C
T2S1S05,44,1,C,D
T2S1S05,44,2,D,D
T2S1S05,44,3,D,D
T2S1S05,44,4,D,D
T2S1S05,44,5,C,D
T2S1S05,44,6,C,D
T2S1S05,44,7,D,C
T2S1S05,44,8,C,D
T2S1S05,44,9,D,D
T2S1S05,44,10,D,D
T2S1S05,44,11,D,D
T2S1S05,44,12,C,D
T2S1S05,44,13,C,D
T2S1S05,44,14,D,C
T2S1S05,44,15,C,D
T2S1S05,44,16,D,D
T2S1S05,44,17,D,D
T2S1S05,44,18,D,D
T2S1S05,44,19,C,D
T2S1S05,44,20,C,D
T2S1S05,44,21,D,C
T2S1S05,44,22,C,D
T2S1S05,44,23,D,D
T2S1S05,44,24,D,D
T2S1S05,44,25,D,D
T2S1S05,44,26,C,D
T2S1S05,44,27,C,D
T2S1S05,44,28,D,C
T2S1S05,44,29,C,D
T2S1S05,44,30,D,D
T2S1S05,44,31,D,D
T2S1S05,44,32,D,D
T2S1S05,44,33,C,D
T2S1S05,44,34,C,D
T2S1S05,44,35,D,C
T2S1S05,44,36,C,D
T2S1S05,44,37,D,D
T2S1S05,44,38,D,D
T2S1S05,44,39,D,D
T2S1S05,44,40,C,D
T2S1S05,44,41,C,D
T2S1S05,44,42,D,C
T2S1S05,44,43,C,D
T2S1S05,44,44,D,D
T2S1S05,44,45,D,D
T2S1S05,44,46,D,D
T2S1S05,44,47,C,D
T2S1S05,44,48,C,D
T2S1S05,44,49,D,C
T2S1S05,44,50,C,D
T2S1S05,44,51,D,D
T2S1S05,44,52,D,D
T2S1S05,44,53,D,D
T2S1S05,44,54,C,D
T2S1S05,44,55,C,D
T2S1S05,44,56,D,C
T2S1S05,44,57,C,D
